observation_id,kind,border,pixel_axis,pixel_value,degree_value_raw,numeral_read,second_coordinate_known,detection_method,eligible_as_2d_gcp,used_for,notes
mer_12_bottom,MERIDIAN_TICK,BOTTOM,x,1719,12.0,NO,NO,column/row darkness profile of the graduated margin band at native resolution,NO,PRIME_MERIDIAN_AUDIT; PROJECTION_DIAGNOSTIC,a border tick fixes ONE coordinate. Crossing meridian ticks with parallel ticks does not create observations - MAPGEN-018R disqualified that.
mer_13_bottom,MERIDIAN_TICK,BOTTOM,x,2200,13.0,NO,NO,column/row darkness profile of the graduated margin band at native resolution,NO,PRIME_MERIDIAN_AUDIT; PROJECTION_DIAGNOSTIC,a border tick fixes ONE coordinate. Crossing meridian ticks with parallel ticks does not create observations - MAPGEN-018R disqualified that.
mer_14_bottom,MERIDIAN_TICK,BOTTOM,x,2690,14.0,NO,NO,column/row darkness profile of the graduated margin band at native resolution,NO,PRIME_MERIDIAN_AUDIT; PROJECTION_DIAGNOSTIC,a border tick fixes ONE coordinate. Crossing meridian ticks with parallel ticks does not create observations - MAPGEN-018R disqualified that.
mer_15_bottom,MERIDIAN_TICK,BOTTOM,x,3172,15.0,NO,NO,column/row darkness profile of the graduated margin band at native resolution,NO,PRIME_MERIDIAN_AUDIT; PROJECTION_DIAGNOSTIC,a border tick fixes ONE coordinate. Crossing meridian ticks with parallel ticks does not create observations - MAPGEN-018R disqualified that.
mer_16_bottom,MERIDIAN_TICK,BOTTOM,x,3652,16.0,NO,NO,column/row darkness profile of the graduated margin band at native resolution,NO,PRIME_MERIDIAN_AUDIT; PROJECTION_DIAGNOSTIC,a border tick fixes ONE coordinate. Crossing meridian ticks with parallel ticks does not create observations - MAPGEN-018R disqualified that.
mer_17_bottom,MERIDIAN_TICK,BOTTOM,x,4136,17.0,NO,NO,column/row darkness profile of the graduated margin band at native resolution,NO,PRIME_MERIDIAN_AUDIT; PROJECTION_DIAGNOSTIC,a border tick fixes ONE coordinate. Crossing meridian ticks with parallel ticks does not create observations - MAPGEN-018R disqualified that.
mer_18_bottom,MERIDIAN_TICK,BOTTOM,x,4620,18.0,NO,NO,column/row darkness profile of the graduated margin band at native resolution,NO,PRIME_MERIDIAN_AUDIT; PROJECTION_DIAGNOSTIC,a border tick fixes ONE coordinate. Crossing meridian ticks with parallel ticks does not create observations - MAPGEN-018R disqualified that.
mer_19_bottom,MERIDIAN_TICK,BOTTOM,x,5101,19.0,NO,NO,column/row darkness profile of the graduated margin band at native resolution,NO,PRIME_MERIDIAN_AUDIT; PROJECTION_DIAGNOSTIC,a border tick fixes ONE coordinate. Crossing meridian ticks with parallel ticks does not create observations - MAPGEN-018R disqualified that.
mer_20_bottom,MERIDIAN_TICK,BOTTOM,x,5580,20.0,NO,NO,column/row darkness profile of the graduated margin band at native resolution,NO,PRIME_MERIDIAN_AUDIT; PROJECTION_DIAGNOSTIC,a border tick fixes ONE coordinate. Crossing meridian ticks with parallel ticks does not create observations - MAPGEN-018R disqualified that.
par_35_left,PARALLEL_TICK,LEFT,y,4520,35.0,NO,NO,column/row darkness profile of the graduated margin band at native resolution,NO,PRIME_MERIDIAN_AUDIT; PROJECTION_DIAGNOSTIC,a border tick fixes ONE coordinate. Crossing meridian ticks with parallel ticks does not create observations - MAPGEN-018R disqualified that.
par_36_left,PARALLEL_TICK,LEFT,y,4090,36.0,NO,NO,column/row darkness profile of the graduated margin band at native resolution,NO,PRIME_MERIDIAN_AUDIT; PROJECTION_DIAGNOSTIC,a border tick fixes ONE coordinate. Crossing meridian ticks with parallel ticks does not create observations - MAPGEN-018R disqualified that.
par_37_left,PARALLEL_TICK,LEFT,y,3670,37.0,NO,NO,column/row darkness profile of the graduated margin band at native resolution,NO,PRIME_MERIDIAN_AUDIT; PROJECTION_DIAGNOSTIC,a border tick fixes ONE coordinate. Crossing meridian ticks with parallel ticks does not create observations - MAPGEN-018R disqualified that.
par_38_left,PARALLEL_TICK,LEFT,y,3240,38.0,NO,NO,column/row darkness profile of the graduated margin band at native resolution,NO,PRIME_MERIDIAN_AUDIT; PROJECTION_DIAGNOSTIC,a border tick fixes ONE coordinate. Crossing meridian ticks with parallel ticks does not create observations - MAPGEN-018R disqualified that.
par_39_left,PARALLEL_TICK,LEFT,y,2815,39.0,NO,NO,column/row darkness profile of the graduated margin band at native resolution,NO,PRIME_MERIDIAN_AUDIT; PROJECTION_DIAGNOSTIC,a border tick fixes ONE coordinate. Crossing meridian ticks with parallel ticks does not create observations - MAPGEN-018R disqualified that.
par_40_left,PARALLEL_TICK,LEFT,y,2388,40.0,NO,NO,column/row darkness profile of the graduated margin band at native resolution,NO,PRIME_MERIDIAN_AUDIT; PROJECTION_DIAGNOSTIC,a border tick fixes ONE coordinate. Crossing meridian ticks with parallel ticks does not create observations - MAPGEN-018R disqualified that.
par_41_left,PARALLEL_TICK,LEFT,y,1956,41.0,NO,NO,column/row darkness profile of the graduated margin band at native resolution,NO,PRIME_MERIDIAN_AUDIT; PROJECTION_DIAGNOSTIC,a border tick fixes ONE coordinate. Crossing meridian ticks with parallel ticks does not create observations - MAPGEN-018R disqualified that.
par_42_left,PARALLEL_TICK,LEFT,y,1532,42.0,NO,NO,column/row darkness profile of the graduated margin band at native resolution,NO,PRIME_MERIDIAN_AUDIT; PROJECTION_DIAGNOSTIC,a border tick fixes ONE coordinate. Crossing meridian ticks with parallel ticks does not create observations - MAPGEN-018R disqualified that.
par_43_left,PARALLEL_TICK,LEFT,y,1108,43.0,NO,NO,column/row darkness profile of the graduated margin band at native resolution,NO,PRIME_MERIDIAN_AUDIT; PROJECTION_DIAGNOSTIC,a border tick fixes ONE coordinate. Crossing meridian ticks with parallel ticks does not create observations - MAPGEN-018R disqualified that.
par_44_left,PARALLEL_TICK,LEFT,y,682,44.0,YES,NO,column/row darkness profile of the graduated margin band at native resolution,NO,PRIME_MERIDIAN_AUDIT; PROJECTION_DIAGNOSTIC,a border tick fixes ONE coordinate. Crossing meridian ticks with parallel ticks does not create observations - MAPGEN-018R disqualified that.
par_35_right,PARALLEL_TICK,RIGHT,y,4519,35.0,NO,NO,column/row darkness profile of the graduated margin band at native resolution,NO,PRIME_MERIDIAN_AUDIT; PROJECTION_DIAGNOSTIC,a border tick fixes ONE coordinate. Crossing meridian ticks with parallel ticks does not create observations - MAPGEN-018R disqualified that.
par_36_right,PARALLEL_TICK,RIGHT,y,4091,36.0,NO,NO,column/row darkness profile of the graduated margin band at native resolution,NO,PRIME_MERIDIAN_AUDIT; PROJECTION_DIAGNOSTIC,a border tick fixes ONE coordinate. Crossing meridian ticks with parallel ticks does not create observations - MAPGEN-018R disqualified that.
par_37_right,PARALLEL_TICK,RIGHT,y,3665,37.0,NO,NO,column/row darkness profile of the graduated margin band at native resolution,NO,PRIME_MERIDIAN_AUDIT; PROJECTION_DIAGNOSTIC,a border tick fixes ONE coordinate. Crossing meridian ticks with parallel ticks does not create observations - MAPGEN-018R disqualified that.
par_38_right,PARALLEL_TICK,RIGHT,y,3234,38.0,NO,NO,column/row darkness profile of the graduated margin band at native resolution,NO,PRIME_MERIDIAN_AUDIT; PROJECTION_DIAGNOSTIC,a border tick fixes ONE coordinate. Crossing meridian ticks with parallel ticks does not create observations - MAPGEN-018R disqualified that.
par_39_right,PARALLEL_TICK,RIGHT,y,2812,39.0,NO,NO,column/row darkness profile of the graduated margin band at native resolution,NO,PRIME_MERIDIAN_AUDIT; PROJECTION_DIAGNOSTIC,a border tick fixes ONE coordinate. Crossing meridian ticks with parallel ticks does not create observations - MAPGEN-018R disqualified that.
par_40_right,PARALLEL_TICK,RIGHT,y,2382,40.0,NO,NO,column/row darkness profile of the graduated margin band at native resolution,NO,PRIME_MERIDIAN_AUDIT; PROJECTION_DIAGNOSTIC,a border tick fixes ONE coordinate. Crossing meridian ticks with parallel ticks does not create observations - MAPGEN-018R disqualified that.
par_41_right,PARALLEL_TICK,RIGHT,y,1960,41.0,NO,NO,column/row darkness profile of the graduated margin band at native resolution,NO,PRIME_MERIDIAN_AUDIT; PROJECTION_DIAGNOSTIC,a border tick fixes ONE coordinate. Crossing meridian ticks with parallel ticks does not create observations - MAPGEN-018R disqualified that.
par_42_right,PARALLEL_TICK,RIGHT,y,1534,42.0,NO,NO,column/row darkness profile of the graduated margin band at native resolution,NO,PRIME_MERIDIAN_AUDIT; PROJECTION_DIAGNOSTIC,a border tick fixes ONE coordinate. Crossing meridian ticks with parallel ticks does not create observations - MAPGEN-018R disqualified that.
par_43_right,PARALLEL_TICK,RIGHT,y,1106,43.0,NO,NO,column/row darkness profile of the graduated margin band at native resolution,NO,PRIME_MERIDIAN_AUDIT; PROJECTION_DIAGNOSTIC,a border tick fixes ONE coordinate. Crossing meridian ticks with parallel ticks does not create observations - MAPGEN-018R disqualified that.
par_44_right,PARALLEL_TICK,RIGHT,y,682,44.0,NO,NO,column/row darkness profile of the graduated margin band at native resolution,NO,PRIME_MERIDIAN_AUDIT; PROJECTION_DIAGNOSTIC,a border tick fixes ONE coordinate. Crossing meridian ticks with parallel ticks does not create observations - MAPGEN-018R disqualified that.
