scenario_id,candidate_name,canonical_candidate_id,region,historical_entity_type,inclusion_status,included_polity_id,reason,source_id,source_confidence,six_km_representation_risk,recommended_future_representation,notes,representability_basis
seven_years_war_1756_08_01,Republic of Venice,cand_venice,ITALY,REPUBLIC,INCLUDED,pol_venice,Meets inclusion policy v1: politically distinct 1756 actor documented in the registered sources.,src_497229e79aa1,HIGH,MULTIPART,MULTIPART_HEX_TERRITORY,Terraferma + Adriatic/Ionian possessions.,documented separated major parts per registered sources
seven_years_war_1756_08_01,Republic of Genoa,cand_genoa,ITALY,REPUBLIC,INCLUDED,pol_genoa,Meets inclusion policy v1: politically distinct 1756 actor documented in the registered sources.,src_497229e79aa1,HIGH,MULTIPART,MULTIPART_HEX_TERRITORY,Includes Corsica de jure; the island's contested state in 1756 is tracked as a separate UNRESOLVED audit candidate.,documented separated major parts per registered sources
seven_years_war_1756_08_01,Grand Duchy of Tuscany,cand_tuscany,ITALY,GRAND_DUCHY,INCLUDED,pol_tuscany,Meets inclusion policy v1: politically distinct 1756 actor documented in the registered sources.,src_497229e79aa1,HIGH,NONE,STANDARD_HEX_TERRITORY,Held by Francis Stephen of Lorraine (Holy Roman Emperor). Its constitutional tie to the Habsburg complex is deliberately UNEVALUATED here — no relationship row is asserted.,large/contiguous territory per registered sources
seven_years_war_1756_08_01,Papal States,cand_papal_states,ITALY,ECCLESIASTICAL_MONARCHY,INCLUDED,pol_papal_states,Meets inclusion policy v1: politically distinct 1756 actor documented in the registered sources.,src_497229e79aa1,HIGH,ENCLAVE_COMPLEX,HEX_PLUS_ENCLAVE_OVERLAY,Includes exclaves (Benevento/Pontecorvo inside Naples; Avignon and the Comtat inside France).,documented enclave mosaic per registered sources
seven_years_war_1756_08_01,Kingdom of Naples,cand_naples,ITALY,KINGDOM,INCLUDED,pol_naples,Meets inclusion policy v1: politically distinct 1756 actor documented in the registered sources.,src_497229e79aa1,HIGH,NONE,STANDARD_HEX_TERRITORY,Bourbon kingdom in personal union with Sicily under Charles.,large/contiguous territory per registered sources
seven_years_war_1756_08_01,Kingdom of Sicily,cand_sicily,ITALY,KINGDOM,INCLUDED,pol_sicily,Meets inclusion policy v1: politically distinct 1756 actor documented in the registered sources.,src_497229e79aa1,HIGH,NONE,STANDARD_HEX_TERRITORY,Separate kingdom sharing its monarch with Naples (personal union).,large/contiguous territory per registered sources
seven_years_war_1756_08_01,"Duchy of Parma, Piacenza and Guastalla",cand_parma,ITALY,DUCHY,INCLUDED,pol_parma,Meets inclusion policy v1: politically distinct 1756 actor documented in the registered sources.,src_497229e79aa1,MEDIUM,UNKNOWN,DECIDE_LATER,Bourbon secundogeniture; representability not yet assessed against an atlas source.,UNKNOWN (no geographic source consulted; area never guessed)
seven_years_war_1756_08_01,Duchy of Modena and Reggio,cand_modena,ITALY,DUCHY,INCLUDED,pol_modena,Meets inclusion policy v1: politically distinct 1756 actor documented in the registered sources.,src_497229e79aa1,MEDIUM,UNKNOWN,DECIDE_LATER,,UNKNOWN (no geographic source consulted; area never guessed)
seven_years_war_1756_08_01,Holy Roman Empire,cand_holy_roman_empire,HRE_GERMANY,IMPERIAL_LEGAL_STRUCTURE,STRUCTURAL_ONLY,pol_holy_roman_empire,Structural container registered without territorial authority.,src_2a22eae2a6c2,HIGH,NONE,STANDARD_HEX_TERRITORY,"Constitutional/legal structure of the German lands. STRUCTURAL CONTAINER ONLY: the Empire is NOT the owner or controller of member territory, and no territorial control may ever be derived from imperial membership.",structural container - no direct territory
seven_years_war_1756_08_01,Habsburg Monarchy,cand_habsburg_monarchy,HABSBURG_LANDS,COMPOSITE_MONARCHY,INCLUDED,pol_habsburg_monarchy,Meets inclusion policy v1: politically distinct 1756 actor documented in the registered sources.,src_0478d4eda69b,HIGH,MULTIPART,MULTIPART_HEX_TERRITORY,"Composite monarchy of Maria Theresa acting as a single European power; constituents modeled via COMPOSITE_MEMBER_OF, never as one modern-Austria polygon.",documented separated major parts per registered sources
seven_years_war_1756_08_01,Kingdom of Bohemia,cand_bohemia,HABSBURG_LANDS,KINGDOM,INCLUDED,pol_bohemia,Meets inclusion policy v1: politically distinct 1756 actor documented in the registered sources.,src_0478d4eda69b,HIGH,NONE,STANDARD_HEX_TERRITORY,Bohemian crown lands; imperial electorate.,large/contiguous territory per registered sources
seven_years_war_1756_08_01,Kingdom of Hungary,cand_hungary,HABSBURG_LANDS,KINGDOM,INCLUDED,pol_hungary,Meets inclusion policy v1: politically distinct 1756 actor documented in the registered sources.,src_0478d4eda69b,HIGH,NONE,STANDARD_HEX_TERRITORY,Hungarian crown lands under the Habsburg monarch; OUTSIDE the Holy Roman Empire (no IMPERIAL_MEMBER_OF row on purpose).,large/contiguous territory per registered sources
seven_years_war_1756_08_01,Archduchy of Austria,cand_austria_archduchy,HABSBURG_LANDS,ARCHDUCHY,INCLUDED,pol_austria_archduchy,Meets inclusion policy v1: politically distinct 1756 actor documented in the registered sources.,src_0478d4eda69b,HIGH,NONE,STANDARD_HEX_TERRITORY,Core Austrian hereditary lands (simplified aggregate of the Erblande at catalogue stage; finer division deferred).,large/contiguous territory per registered sources
seven_years_war_1756_08_01,Duchy of Milan,cand_milan,ITALY,DUCHY,INCLUDED,pol_milan,Meets inclusion policy v1: politically distinct 1756 actor documented in the registered sources.,src_0478d4eda69b,HIGH,NONE,STANDARD_HEX_TERRITORY,Habsburg Lombardy; imperial fief.,large/contiguous territory per registered sources
seven_years_war_1756_08_01,Prussian Monarchy (Hohenzollern lands),cand_prussia_monarchy,HRE_GERMANY,COMPOSITE_MONARCHY,INCLUDED,pol_prussia_monarchy,Meets inclusion policy v1: politically distinct 1756 actor documented in the registered sources.,src_d756921e5f15,HIGH,MULTIPART,MULTIPART_HEX_TERRITORY,Modeling construct per Clark: the composite of Hohenzollern territories acting as one monarchy under Frederick II. NOT generated from modern Germany; constituents keep their legal identities.,documented separated major parts per registered sources
seven_years_war_1756_08_01,Margraviate of Brandenburg (Electorate),cand_brandenburg,HRE_GERMANY,ELECTORATE,INCLUDED,pol_brandenburg,Meets inclusion policy v1: politically distinct 1756 actor documented in the registered sources.,src_d756921e5f15,HIGH,NONE,STANDARD_HEX_TERRITORY,Electorate inside the Empire.,large/contiguous territory per registered sources
seven_years_war_1756_08_01,Kingdom of Prussia (East Prussia),cand_prussia_kingdom_proper,EASTERN_EUROPE,KINGDOM,INCLUDED,pol_prussia_kingdom_proper,Meets inclusion policy v1: politically distinct 1756 actor documented in the registered sources.,src_d756921e5f15,HIGH,NONE,STANDARD_HEX_TERRITORY,Royal title territory OUTSIDE the Holy Roman Empire.,large/contiguous territory per registered sources
seven_years_war_1756_08_01,Electorate of Saxony,cand_saxony,HRE_GERMANY,ELECTORATE,INCLUDED,pol_saxony,Meets inclusion policy v1: politically distinct 1756 actor documented in the registered sources.,src_cf694f0b686f,HIGH,NONE,STANDARD_HEX_TERRITORY,Ruled by Augustus III in personal union with Poland-Lithuania; the two territories are NEVER merged.,large/contiguous territory per registered sources
seven_years_war_1756_08_01,Electorate of Bavaria,cand_bavaria,HRE_GERMANY,ELECTORATE,INCLUDED,pol_bavaria,Meets inclusion policy v1: politically distinct 1756 actor documented in the registered sources.,src_2a22eae2a6c2,HIGH,NONE,STANDARD_HEX_TERRITORY,,large/contiguous territory per registered sources
seven_years_war_1756_08_01,Electorate of the Palatinate,cand_palatinate,HRE_GERMANY,ELECTORATE,INCLUDED,pol_palatinate,Meets inclusion policy v1: politically distinct 1756 actor documented in the registered sources.,src_2a22eae2a6c2,HIGH,ENCLAVE_COMPLEX,HEX_PLUS_ENCLAVE_OVERLAY,Scattered Rhenish territories.,documented enclave mosaic per registered sources
seven_years_war_1756_08_01,Electorate of Cologne,cand_cologne,HRE_GERMANY,ELECTORATE,INCLUDED,pol_cologne,Meets inclusion policy v1: politically distinct 1756 actor documented in the registered sources.,src_2a22eae2a6c2,HIGH,ENCLAVE_COMPLEX,HEX_PLUS_ENCLAVE_OVERLAY,Ecclesiastical electorate.,documented enclave mosaic per registered sources
seven_years_war_1756_08_01,Electorate of Mainz,cand_mainz,HRE_GERMANY,ELECTORATE,INCLUDED,pol_mainz,Meets inclusion policy v1: politically distinct 1756 actor documented in the registered sources.,src_2a22eae2a6c2,HIGH,ENCLAVE_COMPLEX,HEX_PLUS_ENCLAVE_OVERLAY,Ecclesiastical electorate.,documented enclave mosaic per registered sources
seven_years_war_1756_08_01,Electorate of Trier,cand_trier,HRE_GERMANY,ELECTORATE,INCLUDED,pol_trier,Meets inclusion policy v1: politically distinct 1756 actor documented in the registered sources.,src_2a22eae2a6c2,HIGH,ENCLAVE_COMPLEX,HEX_PLUS_ENCLAVE_OVERLAY,Ecclesiastical electorate.,documented enclave mosaic per registered sources
seven_years_war_1756_08_01,Duchy of Württemberg,cand_wurttemberg,HRE_GERMANY,DUCHY,INCLUDED,pol_wurttemberg,Meets inclusion policy v1: politically distinct 1756 actor documented in the registered sources.,src_2a22eae2a6c2,HIGH,ENCLAVE_COMPLEX,HEX_PLUS_ENCLAVE_OVERLAY,Embedded in the Swabian territorial mosaic.,documented enclave mosaic per registered sources
seven_years_war_1756_08_01,Landgraviate of Hesse-Kassel,cand_hesse_kassel,HRE_GERMANY,LANDGRAVIATE,INCLUDED,pol_hesse_kassel,Meets inclusion policy v1: politically distinct 1756 actor documented in the registered sources.,src_cf694f0b686f,HIGH,MULTIPART,MULTIPART_HEX_TERRITORY,Seven Years War belligerent.,documented separated major parts per registered sources
seven_years_war_1756_08_01,Duchy of Mecklenburg-Schwerin,cand_mecklenburg_schwerin,HRE_GERMANY,DUCHY,INCLUDED,pol_mecklenburg_schwerin,Meets inclusion policy v1: politically distinct 1756 actor documented in the registered sources.,src_2a22eae2a6c2,HIGH,NONE,STANDARD_HEX_TERRITORY,,large/contiguous territory per registered sources
seven_years_war_1756_08_01,Principality of Brunswick-Wolfenbüttel,cand_brunswick_wolfenbuettel,HRE_GERMANY,PRINCIPALITY,INCLUDED,pol_brunswick_wolfenbuettel,Meets inclusion policy v1: politically distinct 1756 actor documented in the registered sources.,src_cf694f0b686f,HIGH,MULTIPART,MULTIPART_HEX_TERRITORY,Seven Years War belligerent.,documented separated major parts per registered sources
seven_years_war_1756_08_01,Kingdom of Denmark-Norway,cand_denmark_norway,NORDIC_BALTIC,COMPOSITE_MONARCHY,INCLUDED,pol_denmark_norway,Meets inclusion policy v1: politically distinct 1756 actor documented in the registered sources.,src_497229e79aa1,HIGH,MULTIPART,MULTIPART_HEX_TERRITORY,Twin kingdoms governed as one monarchy from Copenhagen; the Schleswig-Holstein condominium complexity is a separate UNRESOLVED audit candidate.,documented separated major parts per registered sources
seven_years_war_1756_08_01,Kingdom of Sweden,cand_sweden,NORDIC_BALTIC,KINGDOM,INCLUDED,pol_sweden,Meets inclusion policy v1: politically distinct 1756 actor documented in the registered sources.,src_497229e79aa1,HIGH,MULTIPART,MULTIPART_HEX_TERRITORY,Includes Finland; German possession tracked as Swedish Pomerania.,documented separated major parts per registered sources
seven_years_war_1756_08_01,Swedish Pomerania,cand_swedish_pomerania,HRE_GERMANY,DUCHY,INCLUDED,pol_swedish_pomerania,Meets inclusion policy v1: politically distinct 1756 actor documented in the registered sources.,src_cf694f0b686f,HIGH,NONE,STANDARD_HEX_TERRITORY,Held by the Swedish crown as an imperial fief — simultaneously a dependency of Sweden and a member territory of the Empire.,large/contiguous territory per registered sources
seven_years_war_1756_08_01,Russian Empire,cand_russia,EASTERN_EUROPE,EMPIRE,INCLUDED,pol_russia,Meets inclusion policy v1: politically distinct 1756 actor documented in the registered sources.,src_497229e79aa1,HIGH,NONE,STANDARD_HEX_TERRITORY,,large/contiguous territory per registered sources
seven_years_war_1756_08_01,Polish-Lithuanian Commonwealth,cand_plc,EASTERN_EUROPE,ELECTIVE_MONARCHY,INCLUDED,pol_plc,Meets inclusion policy v1: politically distinct 1756 actor documented in the registered sources.,src_497229e79aa1,HIGH,NONE,STANDARD_HEX_TERRITORY,Real union of the Polish Crown and the Grand Duchy of Lithuania treated as one Commonwealth actor; internal duality noted but not subdivided at catalogue stage.,large/contiguous territory per registered sources
seven_years_war_1756_08_01,Duchy of Courland and Semigallia,cand_courland,NORDIC_BALTIC,DUCHY,INCLUDED,pol_courland,Meets inclusion policy v1: politically distinct 1756 actor documented in the registered sources.,src_497229e79aa1,MEDIUM,NONE,STANDARD_HEX_TERRITORY,Fief of the Polish-Lithuanian Commonwealth.,large/contiguous territory per registered sources
seven_years_war_1756_08_01,Ottoman Empire,cand_ottoman,SOUTHEASTERN_EUROPE,EMPIRE,INCLUDED,pol_ottoman,Meets inclusion policy v1: politically distinct 1756 actor documented in the registered sources.,src_497229e79aa1,HIGH,NONE,STANDARD_HEX_TERRITORY,European sphere in scope for this catalogue; Anatolian/Arab lands out of scope at this stage.,large/contiguous territory per registered sources
seven_years_war_1756_08_01,Principality of Moldavia,cand_moldavia,SOUTHEASTERN_EUROPE,PRINCIPALITY,INCLUDED,pol_moldavia,Meets inclusion policy v1: politically distinct 1756 actor documented in the registered sources.,src_497229e79aa1,HIGH,NONE,STANDARD_HEX_TERRITORY,Ottoman tributary principality with internal autonomy.,large/contiguous territory per registered sources
seven_years_war_1756_08_01,Principality of Wallachia,cand_wallachia,SOUTHEASTERN_EUROPE,PRINCIPALITY,INCLUDED,pol_wallachia,Meets inclusion policy v1: politically distinct 1756 actor documented in the registered sources.,src_497229e79aa1,HIGH,NONE,STANDARD_HEX_TERRITORY,Ottoman tributary principality with internal autonomy.,large/contiguous territory per registered sources
seven_years_war_1756_08_01,Crimean Khanate,cand_crimea,EASTERN_EUROPE,KHANATE,INCLUDED,pol_crimea,Meets inclusion policy v1: politically distinct 1756 actor documented in the registered sources.,src_497229e79aa1,MEDIUM,NONE,STANDARD_HEX_TERRITORY,"Vassal khanate of the Ottoman Empire with wide autonomy; the exact legal framing is nuanced, hence MEDIUM.",large/contiguous territory per registered sources
seven_years_war_1756_08_01,Swiss Confederacy,cand_swiss_confederacy,ALPINE,CONFEDERATION,STRUCTURAL_ONLY,pol_swiss_confederacy,Structural container registered without territorial authority.,src_497229e79aa1,HIGH,NONE,STANDARD_HEX_TERRITORY,Confederal structure of thirteen cantons and associates. Registered STRUCTURAL_ONLY: whether cantons or the Confederacy become the gameplay territorial actor is deliberately undecided; cantons are tracked as an aggregation-candidate class.,structural container - no direct territory
seven_years_war_1756_08_01,Republic of Ragusa,cand_ragusa,SOUTHEASTERN_EUROPE,REPUBLIC,INCLUDED,pol_ragusa,Meets inclusion policy v1: politically distinct 1756 actor documented in the registered sources.,src_497229e79aa1,MEDIUM,UNKNOWN,DECIDE_LATER,Tributary of the Ottoman Empire.,UNKNOWN (no geographic source consulted; area never guessed)
seven_years_war_1756_08_01,Order of Saint John (Malta),cand_order_st_john,MEDITERRANEAN,MILITARY_RELIGIOUS_ORDER,INCLUDED,pol_order_st_john,Meets inclusion policy v1: politically distinct 1756 actor documented in the registered sources.,src_497229e79aa1,MEDIUM,MULTIPART,MULTIPART_HEX_TERRITORY,Sovereign military-religious order holding the Maltese islands.,documented separated major parts per registered sources
seven_years_war_1756_08_01,"Free Imperial Cities of the Empire (class, ~50 cities incl. Hamburg, Frankfurt, Nuremberg, Augsburg)",cand_free_imperial_cities_class,HRE_GERMANY,FREE_IMPERIAL_CITY,AGGREGATION_CANDIDATE,,"Blanket SUBHEX judgment WITHDRAWN (MAPGEN-009R): city territorial footprints differ by an order of magnitude. Majors audited individually (Hamburg, Nuremberg INCLUDED; Frankfurt, Augsburg, Bremen, Lübeck, Ulm tracked individually pending footprint evidence).",src_2a22eae2a6c2,HIGH,UNKNOWN,DECIDE_LATER,,footprints vary per city; per-city assessment required; hex plane 31.176915 km2 machine-computed; ground = plane*cos^2(lat)
seven_years_war_1756_08_01,Minor secular principalities and counties of the Empire (class),cand_minor_secular_hre_class,HRE_GERMANY,PRINCIPALITY,AGGREGATION_CANDIDATE,,Blanket SUBHEX judgment WITHDRAWN (MAPGEN-009R); class retained for genuinely petty estates only. Sizeable non-electoral states are now individual rows.,src_2a22eae2a6c2,HIGH,UNKNOWN,AGGREGATED_MINOR_STATES_LAYER,,sizes vary; blanket judgment withdrawn
seven_years_war_1756_08_01,"Prince-bishoprics and imperial abbeys below electoral rank (class, incl. Münster, Würzburg, Bamberg, Salzburg tier)",cand_minor_ecclesiastical_hre_class,HRE_GERMANY,PRINCE_BISHOPRIC,AGGREGATION_CANDIDATE,,"Major members (Münster, Würzburg, Bamberg, Salzburg) EXTRACTED to individual INCLUDED rows (MAPGEN-009R); class retains only lesser abbeys/bishoprics pending review.",src_2a22eae2a6c2,HIGH,UNKNOWN,AGGREGATED_MINOR_STATES_LAYER,,sizes vary; majors extracted
seven_years_war_1756_08_01,Imperial Knights' estates (class),cand_imperial_knights_class,HRE_GERMANY,KNIGHTLY_ESTATE,EXCLUDED_WITH_REASON,,"Non-state noble estates under direct imperial protection; below any territorial gameplay scale — excluded as polities, may appear later as overlay flavour.",src_2a22eae2a6c2,HIGH,SUBHEX_REQUIRED,HISTORICAL_POLITICAL_OVERLAY,,"documented petty scattered noble estates far below hex scale (Wilson 2016) — geometric class basis, not a name-based rule; hex plane 31.176915 km2 machine-computed; ground = plane*cos^2(lat)"
seven_years_war_1756_08_01,Republic of San Marino,cand_san_marino,ITALY,REPUBLIC,INCLUDED,pol_san_marino,"Re-audited (MAPGEN-009R): documented stable extent ~61 km2 is ~3.8 ground-hex equivalents at its latitude — NOT sub-hex. The old SUBHEX label came from the political 'microstate' label, which is not a geometry finding.",src_a6ba3ebaf1a7,HIGH,NONE,STANDARD_HEX_TERRITORY,Modern area admissible as sanity check because extent continuity is documented (Duursma 1996).,~61 km2 stable since the 15th c. vs ground hex 16.186864 km2 at 43.9N; hex plane 31.176915 km2 machine-computed; ground = plane*cos^2(lat)
seven_years_war_1756_08_01,Principality of Monaco,cand_monaco,WESTERN_EUROPE,PRINCIPALITY,UNRESOLVED,,Re-audited (MAPGEN-009R): the 1756 principality included Menton and Roquebrune — materially larger than the modern 2 km2 state — and is borderline against one ~16 km2 ground hex. Geometry review required; NOT guessed either way.,src_a6ba3ebaf1a7,MEDIUM,UNKNOWN,DECIDE_LATER,French protection relationship to be asserted if included.,1756 extent (Monaco+Menton+Roquebrune) not yet measured against a historical source; blanket SUBHEX label withdrawn; hex plane 31.176915 km2 machine-computed; ground = plane*cos^2(lat)
seven_years_war_1756_08_01,Principality of Andorra (co-principality),cand_andorra,IBERIA,CO_PRINCIPALITY,INCLUDED,pol_andorra,Re-audited (MAPGEN-009R): ~468 km2 (~28 ground hexes at 42.5N) under boundaries substantially stable since the 1278 paréage — plainly hex-representable.,src_a6ba3ebaf1a7,HIGH,NONE,STANDARD_HEX_TERRITORY,Co-principality structure recorded on the polity row.,~468 km2 vs ground hex 16.947081 km2 at 42.5N; hex plane 31.176915 km2 machine-computed; ground = plane*cos^2(lat)
seven_years_war_1756_08_01,Principality of Liechtenstein,cand_liechtenstein,HRE_GERMANY,PRINCIPALITY,INCLUDED,pol_liechtenstein,"Re-audited (MAPGEN-009R): ~160 km2 (~11 ground hexes at 47.1N), extent unchanged since the 1719 union of Vaduz and Schellenberg.",src_a6ba3ebaf1a7,HIGH,NONE,STANDARD_HEX_TERRITORY,Imperial principality; IMPERIAL_MEMBER_OF row added.,~160 km2 vs ground hex 14.446787 km2 at 47.1N; hex plane 31.176915 km2 machine-computed; ground = plane*cos^2(lat)
seven_years_war_1756_08_01,Republic of Lucca,cand_lucca,ITALY,REPUBLIC,INCLUDED,pol_lucca,Resolved (MAPGEN-009R): independent republic throughout the period with a compact contiguous territory clearly above one-hex scale in the registered atlas.,src_7a1c441d3e91,HIGH,NONE,STANDARD_HEX_TERRITORY,,atlas depiction shows a multi-hex compact territory; hex plane 31.176915 km2 machine-computed; ground = plane*cos^2(lat)
seven_years_war_1756_08_01,Duchies of Schleswig and Holstein (royal and Gottorp shares),cand_schleswig_holstein_complex,NORDIC_BALTIC,DUCHY_CONDOMINIUM,UNRESOLVED,,Refined (MAPGEN-009R) into two tracked sub-candidates (royal shares / Holstein-Gottorp ducal share). NEVER collapsed into one polity; constitutional distinctions per sources.,src_497229e79aa1,MEDIUM,MULTIPART,DECIDE_LATER,,UNKNOWN (condominium mosaic; geometry deferred)
seven_years_war_1756_08_01,"Corsica (Genoese sovereignty, ongoing revolt)",cand_corsica,ITALY,CONTESTED_TERRITORY,INCLUDED,pol_corsican_republic,Resolved (MAPGEN-009R): from 1755 the Paoli government was a real de-facto polity in the island interior while Genoa held the coastal citadels and the de-jure claim. Registered as Corsican Republic; contested-control contract in contested_polity_audit.csv. No whole-island grant by fiat.,src_555d04093a36,MEDIUM,NONE,MULTIPART_HEX_TERRITORY,Genoa's de-jure claim remains on the Genoa polity.,island-scale territory per Thrasher 1970; citadel/interior split is a boundary-stage task
seven_years_war_1756_08_01,Swiss cantons and associates (class of 13+ members),cand_swiss_cantons_class,ALPINE,CANTON,AGGREGATION_CANDIDATE,,Blanket SUBHEX_LIKELY withdrawn (MAPGEN-009R): canton sizes vary widely (Bern vs city cantons); representation decision stays deferred.,src_497229e79aa1,HIGH,UNKNOWN,DECIDE_LATER,,canton sizes vary widely; per-canton assessment deferred
seven_years_war_1756_08_01,Prince-Bishopric of Münster,cand_muenster,HRE_GERMANY,PRINCE_BISHOPRIC,INCLUDED,pol_muenster,Individually audited in MAPGEN-009R: distinct 1756 territorial actor with source-documented extent.,src_2a22eae2a6c2,HIGH,NONE,STANDARD_HEX_TERRITORY,Major Westphalian ecclesiastical principality; Seven Years War theatre. Extracted from the former class row (MAPGEN-009R).,one of the largest ecclesiastical territories of the Empire; clearly visible at 6 km scale; hex plane 31.176915 km2 machine-computed; ground = plane*cos^2(lat)
seven_years_war_1756_08_01,Prince-Bishopric of Würzburg,cand_wuerzburg,HRE_GERMANY,PRINCE_BISHOPRIC,INCLUDED,pol_wuerzburg,Individually audited in MAPGEN-009R: distinct 1756 territorial actor with source-documented extent.,src_2a22eae2a6c2,HIGH,NONE,STANDARD_HEX_TERRITORY,Extracted from the former class row (MAPGEN-009R).,large compact Franconian ecclesiastical principality; hex plane 31.176915 km2 machine-computed; ground = plane*cos^2(lat)
seven_years_war_1756_08_01,Prince-Bishopric of Bamberg,cand_bamberg,HRE_GERMANY,PRINCE_BISHOPRIC,INCLUDED,pol_bamberg,Individually audited in MAPGEN-009R: distinct 1756 territorial actor with source-documented extent.,src_2a22eae2a6c2,HIGH,ENCLAVE_COMPLEX,HEX_PLUS_ENCLAVE_OVERLAY,Extracted from the former class row (MAPGEN-009R).,compact Franconian core plus documented Carinthian exclave estates still held at the snapshot date; hex plane 31.176915 km2 machine-computed; ground = plane*cos^2(lat)
seven_years_war_1756_08_01,Prince-Archbishopric of Salzburg,cand_salzburg,HRE_GERMANY,PRINCE_BISHOPRIC,INCLUDED,pol_salzburg,Individually audited in MAPGEN-009R: distinct 1756 territorial actor with source-documented extent.,src_2a22eae2a6c2,HIGH,NONE,STANDARD_HEX_TERRITORY,Extracted from the former class row (MAPGEN-009R).,large Alpine ecclesiastical principality; hex plane 31.176915 km2 machine-computed; ground = plane*cos^2(lat)
seven_years_war_1756_08_01,Landgraviate of Hesse-Darmstadt,cand_hesse_darmstadt,HRE_GERMANY,LANDGRAVIATE,INCLUDED,pol_hesse_darmstadt,Individually audited in MAPGEN-009R: distinct 1756 territorial actor with source-documented extent.,src_2a22eae2a6c2,HIGH,MULTIPART,MULTIPART_HEX_TERRITORY,Non-electoral but substantial; sibling of Hesse-Kassel.,documented separated major parts (Starkenburg / Upper Hesse); hex plane 31.176915 km2 machine-computed; ground = plane*cos^2(lat)
